,x1,x10,x2,x3,x4,x5,x6,x7,x8,x9,y
799,-375,-566,175,169,1,-62,-435,430,-577,-488,368.30703046629407
800,141,-456,-93,-491,-272,158,161,-94,308,-341,206.59694192508456
801,546,-324,-414,592,405,326,60,37,-279,-389,358.346179036967
802,-191,190,-221,168,430,-496,-137,-60,-180,353,190.98308665342662
803,-39,-448,-144,-398,370,81,-313,-80,-275,440,225.60438780328562
804,463,-310,196,17,-506,-372,-441,-592,420,157,373.40062309866374
805,261,-395,-229,7,518,-201,-597,494,-309,472,377.0178916118684
806,-416,-56,82,-243,403,355,266,278,-293,552,268.2479947886413
807,-43,-343,507,-304,60,553,480,-127,-449,-239,321.9057876841436
808,348,-569,140,-89,139,306,299,-230,-10,-435,230.2417653304316
809,311,-363,-217,-495,-194,194,-141,53,427,-457,253.43623643871283
810,-286,213,-183,-14,525,-326,-570,-552,584,-469,434.34277475836507
811,-127,-339,512,26,23,540,287,568,99,221,288.406225440975
812,-55,563,286,398,343,312,-368,-360,-417,-504,368.02898975318806
813,-353,268,-580,-355,-21,-444,94,543,-231,-84,306.1406179804106
814,592,499,-199,-265,-44,-590,-437,529,-597,189,481.58549819533397
815,-81,-226,317,-314,-247,-101,-176,-271,7,-284,129.25686383748985
816,-47,-295,-97,-99,-365,-263,-274,-151,101,101,108.27387747542102
817,269,-61,515,73,356,11,45,-289,452,255,208.09717742847636
818,-32,218,27,209,535,-433,-335,99,-334,44,201.5463355088243
819,-154,335,197,-421,-196,-86,-183,76,-326,577,220.04682242749925
820,-579,-371,-423,461,165,592,-262,290,38,-506,414.0403680161017
821,-260,-384,364,-560,460,50,237,-141,-86,-324,266.95570532190936
822,-408,153,349,-350,15,260,-298,-35,-415,5,192.06925015751827
823,-476,99,-12,123,-213,-407,-243,-17,-515,589,284.53796697444847
824,5,-395,144,157,173,587,338,-362,-437,-562,333.00844547894553
825,303,86,152,291,-174,506,364,588,68,-500,307.54191678327953
826,-230,-486,-72,-421,-550,-393,60,412,-375,169,318.753508893708
827,94,284,-439,-95,-514,333,-332,-418,-86,522,308.7870442278113
828,-270,-128,-435,324,253,203,211,89,-428,-214,193.53732903639053
829,74,-65,-37,-400,-452,-349,-588,353,-324,-315,293.9322498447698
830,-406,423,-129,-198,133,-261,515,-261,-33,-178,213.87648280269576
831,488,-555,219,-1,-524,-411,-78,127,-9,-321,291.73985057643677
832,304,-126,-218,-209,-137,-155,154,2,-57,403,108.90481334829386
833,-155,-387,-400,-98,-425,539,495,-196,138,504,343.7611230933401
834,-294,-39,504,490,43,-528,282,-177,284,-246,279.6917277647313
835,-329,131,-405,-135,568,-360,-143,116,180,424,252.5044864941286
836,-212,-130,162,66,145,577,-31,261,-426,249,190.73885826144667
837,402,-177,-88,-374,-204,-553,-199,212,-482,-27,252.39431400746687
838,231,-36,544,-70,164,458,-472,169,-532,557,360.1917965917751
839,463,219,-340,-274,-95,428,152,413,548,446,335.5283525774132
840,596,226,343,-90,17,264,591,-443,411,-92,332.2336108406809
841,-252,344,-172,-571,-166,344,410,-497,199,126,289.4827330797056
842,-45,135,-388,-547,-124,419,-177,-373,-44,-589,296.0637760464892
843,-213,464,536,-4,-288,-356,505,-420,-52,72,300.24339265288165
844,159,-369,281,221,-536,-505,-33,-234,494,195,293.3640141968638
845,147,542,-544,24,-322,-425,424,188,324,-385,342.1287498974088
846,-322,486,-437,432,72,-359,38,82,338,382,280.96848053221305
847,-513,-420,-425,374,230,-191,467,20,-411,73,311.55012933035937
848,453,-222,-168,-392,-110,206,-130,7,-396,-593,255.08335005325267
849,398,572,388,-495,-273,-270,-432,80,-251,-247,337.40457909329615
850,-70,-309,-575,-282,41,372,142,-103,-58,92,174.29903073446766
851,185,-594,-315,-40,515,104,-321,286,40,182,246.87187301149575
852,315,-140,-448,-268,-488,474,8,-501,-212,220,300.6497273038715
853,459,78,-29,-265,-317,-187,-126,-511,-420,-467,274.6937565145273
854,-148,-404,155,-595,-24,422,178,-407,568,300,338.8192348364082
855,-158,-525,65,-5,-83,467,-537,55,210,460,270.22672944453376
856,-570,446,79,36,-223,-343,375,-253,-310,283,270.8886394029079
857,-320,46,418,-444,-32,-190,231,-274,224,554,250.69742591623412
858,284,-237,455,326,256,-256,-504,-505,13,-503,336.8542552625595
859,263,468,402,507,234,423,-351,-559,46,260,362.4831513702209
860,-539,-139,-292,-594,209,239,-439,415,30,-159,310.99514666099185
861,493,410,-262,294,-340,-476,547,45,-54,-571,385.6201539715331
862,-506,13,373,491,-91,125,32,-513,242,-205,257.2807987197352
863,32,-462,-239,218,369,455,435,160,134,428,270.5660695602026
864,245,548,65,103,-560,490,-599,461,160,-309,406.2987198033776
865,549,-405,317,513,-331,-302,494,-534,-6,39,391.12640479995486
866,104,140,-340,521,464,-11,570,438,260,-554,382.0364133657966
867,199,-46,117,-20,257,503,-133,-582,-519,-249,266.6590853665827
868,242,275,369,-129,-364,112,368,84,-339,504,236.87847269099868
869,-403,-65,-533,378,-539,-74,423,593,-338,53,385.3088779122473
870,343,-39,492,-595,-252,-511,-383,390,-516,-324,428.5212342330017
871,500,399,-278,-354,410,-16,-75,-496,571,264,357.8647826447244
872,68,-357,307,-415,254,-414,71,-577,-177,-571,333.4527930294828
873,354,-479,-24,-14,524,-228,258,454,563,-234,332.6235144037314
874,-175,-185,-285,337,-167,-9,-259,-27,-158,-128,100.19100390058396
875,322,109,414,-95,528,348,-241,-391,14,592,315.37398185683287
876,-114,-575,-251,498,399,-588,376,-444,537,337,476.00524988987297
877,324,-190,-504,-299,434,-426,317,-28,-493,216,312.3245651535737
878,-529,-264,510,363,-213,-220,444,-128,-59,590,351.0694834883218
879,88,-273,-470,436,46,580,265,-11,-266,550,319.84653134603514
880,366,91,519,159,578,205,-127,-416,-484,290,331.1322517080357
881,472,-224,-2,183,-270,234,-460,-267,377,50,216.40640496162177
882,-359,466,-22,-70,515,-343,-349,510,-252,-316,320.8854613560224
883,-140,-258,28,594,-418,-452,-352,-219,-119,402,292.61069382746376
884,108,67,410,48,228,-52,281,-327,265,-310,149.36450475684703
885,-372,-74,-486,180,326,-376,144,475,135,68,233.32987610543123
886,-303,382,-403,233,61,-65,285,300,-190,299,190.77695113080586
887,-88,106,-151,239,108,-352,331,-438,-229,-290,169.22947278761603
888,125,483,483,-2,86,-224,-464,65,-287,-400,251.415216536227
889,-171,581,-272,-307,465,4,-547,122,-477,-596,413.02859957148
890,-411,442,-181,-401,-205,132,-211,268,520,-119,255.55051305422853
891,-566,108,251,-516,-39,-354,-36,-205,366,-455,294.1044074349106
892,-280,474,130,-3,-305,-302,-253,-59,217,-126,159.66653285717754
893,-270,-413,446,-200,-111,-339,578,544,-306,85,336.1264293771884
894,-508,500,-551,258,-108,183,543,113,474,456,416.90236095036636
895,224,448,534,-263,-384,-424,-554,316,243,-348,380.8822198319134
896,280,81,64,-556,-147,46,293,548,-360,166,242.30660472865037
897,-588,107,-431,27,-374,-406,-132,197,419,-356,302.71765225293325
898,151,-261,-24,387,-398,-73,-281,160,123,-490,192.19838057046852
899,370,534,-310,-79,432,-55,-66,55,21,-544,255.45066839198319
900,62,562,46,47,-516,423,-420,-80,122,468,297.47707503046223
901,-446,-222,-273,-192,82,586,-192,67,194,-126,202.14045575832688
902,232,-287,300,495,-426,-276,-421,-31,-433,113,277.8406744693258
903,-213,-408,-250,-508,-411,190,507,345,-138,-548,359.20989521271474
904,-195,-11,-10,379,-575,258,516,-269,397,15,269.88121851607605
905,345,255,75,389,347,265,-511,425,587,-290,351.51257942123317
906,316,227,-414,-504,-406,99,498,-598,-453,317,416.69153386372057
907,-344,-246,104,-101,-50,343,251,291,97,-40,120.67721268916776
908,288,-549,-408,453,396,119,-352,-92,-276,268,302.8127929343879
909,72,-433,492,-156,-531,-390,-549,107,245,82,319.18325995922527
910,-230,-486,413,-444,-248,499,581,-581,-162,-260,435.068008036602
911,279,470,-298,-260,353,-338,-234,101,-253,35,207.05098873058046
912,-587,-393,211,-203,-68,-332,-326,262,554,-251,312.10824275659735
913,-198,392,316,329,-307,193,373,404,160,336,244.32598593058614
914,-500,472,12,337,477,140,-129,17,-557,-291,312.37750995433777
915,-141,-555,415,463,-35,463,118,-208,-92,-463,303.5187562100036
916,486,501,-133,-537,160,131,-257,-591,223,196,335.87195415696846
917,463,4,143,-472,77,333,567,160,301,-359,286.2471733816277
918,-525,357,439,116,94,-206,123,-522,-53,294,260.4861802960259
919,-395,224,140,317,-36,-110,-112,381,97,576,210.64389918861366
920,-46,-230,154,-61,-498,154,-277,387,-22,267,164.11028776509355
921,155,-21,543,-159,-67,254,184,460,-359,240,212.38629963065648
922,-357,378,-355,226,-503,-311,-334,-269,203,282,276.4506492273778
923,-330,28,60,176,113,172,-586,-329,-44,-131,165.33680988184858
924,-471,61,-423,-401,-509,448,-549,-326,-260,199,385.9179175800218
925,275,530,-492,-185,-169,116,-385,62,78,213,220.58828981262903
926,-479,-441,-462,-341,87,-586,-371,582,-571,216,489.4203354516757
927,-324,-455,-198,501,-87,192,493,-290,-251,-118,263.6809948227762
928,59,-174,-380,-290,-434,231,-121,-565,-89,311,236.6216680826407
929,56,574,37,-430,-279,-192,-523,90,157,450,286.60610556350883
930,-324,567,289,-253,-512,282,-409,-423,465,273,389.1569427859826
931,-171,182,-491,440,150,-93,-193,92,-36,236,158.7221623265675
932,-146,374,-290,-324,-379,-217,547,-254,-383,-48,264.42872993741537
933,135,112,-598,84,443,17,341,-363,499,136,277.87850927542553
934,120,34,-504,208,-157,361,-144,-500,-368,300,241.99030348062192
935,66,-389,-499,313,-20,-39,-36,-273,53,-129,150.961926727256
936,49,-230,41,-89,144,-168,-153,301,-466,390,150.27835340224823
937,369,504,-76,80,119,239,395,-246,417,-412,259.4568578229646
938,549,-590,561,-282,248,479,-46,-133,295,508,425.8880451271422
939,-120,595,317,291,-322,508,80,-440,428,301,348.279593112542
940,507,233,194,-223,-191,257,-41,-322,-583,-224,250.16555967966727
941,204,564,-367,-540,52,-308,112,194,341,-278,282.8285316700893
942,-420,60,-558,554,587,391,-104,-531,201,103,410.8794899641253
943,-254,-359,-96,340,197,309,172,-402,-584,128,251.2825678266227
944,266,331,113,147,-174,46,-247,-313,-320,-218,139.9952286886898
945,238,-140,442,-159,-380,-47,-155,-375,78,257,171.06984506820595
946,198,307,516,437,-293,155,-292,-374,-68,-162,240.2119347327875
947,-383,296,-437,-250,547,346,521,341,-34,249,340.422713003149
948,319,444,-495,-427,-264,327,-390,76,555,-518,410.2752343074666
949,590,403,429,145,-324,391,165,194,-558,-230,351.6392214975435
950,-172,520,-212,593,-403,472,28,-517,425,313,408.0727631664385
951,172,46,-368,43,-367,-424,-128,-125,71,-456,183.11003753251586
952,403,302,-186,402,-509,189,206,-451,-468,521,371.2559408498185
953,556,201,348,588,-56,500,-59,297,-172,-304,321.77164730292964
954,117,-420,546,-99,332,556,-301,297,-272,41,293.93295153537565
955,-461,-56,66,410,20,-205,-406,16,-386,-309,211.01815840750623
956,355,415,277,-147,85,43,-274,-518,-330,53,216.1944735381711
957,220,-404,-195,-6,40,-461,568,218,99,498,273.9036230459055
958,-485,458,-312,-514,-94,330,-457,7,-380,321,346.1581365602972
959,395,493,203,577,-436,-447,-390,-326,41,230,370.0176750559844
960,53,88,168,-52,149,-221,-127,-373,-213,-418,122.9685444183731
961,-423,438,581,-487,313,139,-499,102,55,553,408.75815551392634
962,305,280,364,322,326,-375,118,-486,268,191,254.22662683726207
963,-592,-346,350,590,-551,497,-409,-30,-426,42,461.702295536361
964,-384,-418,-474,166,399,-504,510,533,-470,-263,456.4717792699896
965,229,-380,436,549,152,-554,-442,251,-149,509,390.55211134500064
966,590,-221,-172,-456,-165,478,496,-60,485,452,395.83423102213874
967,121,524,-83,203,-78,-394,-18,-509,465,-511,309.84687309523963
968,-139,-422,166,272,-302,225,-308,208,437,237,207.4947470624536
969,-124,-592,-67,-111,415,-311,237,319,441,-248,267.3780821463408
970,452,-72,50,-244,466,-45,580,-504,20,-483,329.69409048270256
971,-72,225,70,527,-554,396,498,409,-54,-163,312.70780380742514
972,298,133,304,217,-536,-69,-490,86,-528,424,312.0297187552676
973,555,440,494,-529,377,17,9,-35,379,179,337.212047698313
974,66,330,276,430,-442,-534,130,-125,-30,-151,228.65160754259455
975,89,427,248,470,122,276,-426,469,-27,-170,249.69757419287058
976,440,-595,482,341,-115,4,-559,231,53,-111,323.6113185963704
977,350,-592,-489,169,339,522,524,-492,579,80,497.5819145188553
978,-551,-67,353,185,179,28,344,-566,-347,-140,270.61187729285217
979,128,474,-567,557,-310,-115,-338,7,582,317,384.90722233969774
980,99,85,261,-276,-571,-250,566,-229,-284,-343,281.2414933887538
981,136,445,-341,-400,-545,-435,-391,-525,-194,265,379.8503212176804
982,-398,97,265,-562,164,-253,-599,546,-274,-314,369.81874036926894
983,-154,-394,-104,-534,-358,-49,114,-192,-550,-456,292.41294679406326
984,-13,82,221,-120,167,473,-233,220,563,-3,186.3555332814385
985,547,135,440,-107,84,-355,-232,-496,153,146,251.0323058948385
986,-591,241,-388,175,-348,-127,-164,91,-204,-318,226.9563297761499
987,339,591,-57,514,-142,60,-452,-256,210,-507,332.59997566188633
988,152,579,-233,-504,-157,-307,-14,-281,-331,-263,261.8629659281659
989,149,-176,595,-162,-95,306,-153,246,-484,154,220.50076879272459
990,-374,479,-31,-129,-124,115,-419,-557,-35,69,227.81861707218374
991,-111,203,-525,482,-12,-82,280,-358,47,124,199.12606478185018
992,-453,495,-129,456,-407,-438,442,-321,-489,578,476.97136289067714
993,522,-480,375,-401,-180,39,93,-352,-485,508,367.0176232279303
994,11,519,202,107,300,552,-566,-404,75,547,377.2112502777086
995,149,-386,201,-49,-357,298,46,227,585,114,210.76548814250103
996,-236,584,513,583,-218,417,-50,198,-515,3,383.0401880515283
997,89,-164,456,-423,-191,440,407,323,22,69,232.74648406551384
998,244,-368,-430,483,274,484,113,549,-516,223,389.18218652352397
999,-534,181,301,251,342,11,579,214,485,-344,331.8004958275753
